Financial Year,Financial Quarter,Force Name,Offence Description,Offence Group,Offence Subgroup,Offence Code,Offence Count
2020/21,1,Merseyside,Intentional destruction of a viable unborn child,Violence against the person,Violence with injury,4.3,0
2020/21,1,Merseyside,Intentional destruction of a viable unborn child,Violence against the person,Violence with injury,4.3,0
2020/21,1,Merseyside,Interfering with a motor vehicle,Theft offences,Vehicle interference,126,74
2020/21,1,Merseyside,Interfering with a motor vehicle,Theft offences,Vehicle interference,126,66
2020/21,1,Merseyside,Interfering with a motor vehicle,Theft offences,Vehicle interference,126,45
2020/21,1,Merseyside,Kidnapping,Violence against the person,Violence without injury,36,10
2020/21,1,Merseyside,Kidnapping,Violence against the person,Violence without injury,36,15
2020/21,1,Merseyside,Kidnapping,Violence against the person,Violence without injury,36,9
2020/21,1,Merseyside,Making off without payment,Theft offences,Other theft offences,49A,52
2020/21,1,Merseyside,Making off without payment,Theft offences,Other theft offences,49A,61
2020/21,1,Merseyside,Making off without payment,Theft offences,Other theft offences,49A,70
2020/21,1,Merseyside,"Making, supplying or possessing articles for use in fraud",Miscellaneous crimes,Miscellaneous crimes,33A,1
2020/21,1,Merseyside,"Making, supplying or possessing articles for use in fraud",Miscellaneous crimes,Miscellaneous crimes,33A,1
2020/21,1,Merseyside,"Making, supplying or possessing articles for use in fraud",Miscellaneous crimes,Miscellaneous crimes,33A,3
2020/21,1,Merseyside,Malicious Communications,Violence against the person,Stalking and harassment,8R,521
2020/21,1,Merseyside,Malicious Communications,Violence against the person,Stalking and harassment,8R,584
2020/21,1,Merseyside,Malicious Communications,Violence against the person,Stalking and harassment,8R,659
2020/21,1,Merseyside,Manslaughter,Violence against the person,Homicide,4.1,0
2020/21,1,Merseyside,Manslaughter,Violence against the person,Homicide,4.1,0
2020/21,1,Merseyside,Manslaughter,Violence against the person,Homicide,4.1,0
2020/21,1,Merseyside,Modern slavery,Violence against the person,Violence without injury,106,7
2020/21,1,Merseyside,Modern slavery,Violence against the person,Violence without injury,106,15
2020/21,1,Merseyside,Modern slavery,Violence against the person,Violence without injury,106,12
2020/21,1,Merseyside,Murder,Violence against the person,Homicide,1,2
2020/21,1,Merseyside,Murder,Violence against the person,Homicide,1,1
2020/21,1,Merseyside,Murder,Violence against the person,Homicide,1,2
2020/21,1,Merseyside,Obscene publications etc,Miscellaneous crimes,Miscellaneous crimes,86,41
2020/21,1,Merseyside,Obscene publications etc,Miscellaneous crimes,Miscellaneous crimes,86,57
2020/21,1,Merseyside,Obscene publications etc,Miscellaneous crimes,Miscellaneous crimes,86,37
2020/21,1,Merseyside,Offender Management Act offences,Miscellaneous crimes,Miscellaneous crimes,69,7
2020/21,1,Merseyside,Offender Management Act offences,Miscellaneous crimes,Miscellaneous crimes,69,11
2020/21,1,Merseyside,Offender Management Act offences,Miscellaneous crimes,Miscellaneous crimes,69,2
2020/21,1,Merseyside,Other criminal damage,Criminal damage and arson,Criminal damage,58D,180
2020/21,1,Merseyside,Other criminal damage,Criminal damage and arson,Criminal damage,58D,193
2020/21,1,Merseyside,Other criminal damage,Criminal damage and arson,Criminal damage,58D,217
2020/21,1,Merseyside,Other drug offences,Drug offences,Possession of drugs,92C,5
2020/21,1,Merseyside,Other drug offences,Drug offences,Possession of drugs,92C,2
2020/21,1,Merseyside,Other drug offences,Drug offences,Possession of drugs,92C,9
2020/21,1,Merseyside,Other firearms offences,Possession of weapons offences,Possession of weapons offences,81,0
2020/21,1,Merseyside,Other firearms offences,Possession of weapons offences,Possession of weapons offences,81,0
2020/21,1,Merseyside,Other firearms offences,Possession of weapons offences,Possession of weapons offences,81,0
2020/21,1,Merseyside,Other forgery,Miscellaneous crimes,Miscellaneous crimes,61,2
2020/21,1,Merseyside,Other forgery,Miscellaneous crimes,Miscellaneous crimes,61,2
2020/21,1,Merseyside,Other forgery,Miscellaneous crimes,Miscellaneous crimes,61,1
2020/21,1,Merseyside,Other knives offences,Possession of weapons offences,Possession of weapons offences,90,0
2020/21,1,Merseyside,Other knives offences,Possession of weapons offences,Possession of weapons offences,90,0
2020/21,1,Merseyside,Other knives offences,Possession of weapons offences,Possession of weapons offences,90,0
2020/21,1,Merseyside,Other miscellaneous sexual offences,Sexual offences,Other sexual offences,88C,0
2020/21,1,Merseyside,Other miscellaneous sexual offences,Sexual offences,Other sexual offences,88C,0
2020/21,1,Merseyside,Other miscellaneous sexual offences,Sexual offences,Other sexual offences,88C,0
2020/21,1,Merseyside,Other notifiable offences,Miscellaneous crimes,Miscellaneous crimes,99,5
2020/21,1,Merseyside,Other notifiable offences,Miscellaneous crimes,Miscellaneous crimes,99,7
2020/21,1,Merseyside,Other notifiable offences,Miscellaneous crimes,Miscellaneous crimes,99,7
2020/21,1,Merseyside,Other offences against the State or public order,Public order offences,Public order offences,66,115
2020/21,1,Merseyside,Other offences against the State or public order,Public order offences,Public order offences,66,116
2020/21,1,Merseyside,Other offences against the State or public order,Public order offences,Public order offences,66,155
2020/21,1,Merseyside,Other theft,Theft offences,Other theft offences,49,212
2020/21,1,Merseyside,Other theft,Theft offences,Other theft offences,49,292
2020/21,1,Merseyside,Other theft,Theft offences,Other theft offences,49,349
2020/21,1,Merseyside,Perjury,Miscellaneous crimes,Miscellaneous crimes,67,1
2020/21,1,Merseyside,Perjury,Miscellaneous crimes,Miscellaneous crimes,67,0
2020/21,1,Merseyside,Perjury,Miscellaneous crimes,Miscellaneous crimes,67,0
2020/21,1,Merseyside,Perverting the course of justice,Miscellaneous crimes,Miscellaneous crimes,79,9
2020/21,1,Merseyside,Perverting the course of justice,Miscellaneous crimes,Miscellaneous crimes,79,18
2020/21,1,Merseyside,Perverting the course of justice,Miscellaneous crimes,Miscellaneous crimes,79,16
2020/21,1,Merseyside,Possession of article with blade or point,Possession of weapons offences,Possession of weapons offences,10D,47
2020/21,1,Merseyside,Possession of article with blade or point,Possession of weapons offences,Possession of weapons offences,10D,54
2020/21,1,Merseyside,Possession of article with blade or point,Possession of weapons offences,Possession of weapons offences,10D,54
2020/21,1,Merseyside,Possession of controlled drugs (Cannabis),Drug offences,Possession of drugs,92E,660
2020/21,1,Merseyside,Possession of controlled drugs (Cannabis),Drug offences,Possession of drugs,92E,891
2020/21,1,Merseyside,Possession of controlled drugs (Cannabis),Drug offences,Possession of drugs,92E,847
2020/21,1,Merseyside,Possession of controlled drugs (excl. Cannabis),Drug offences,Possession of drugs,92D,118
2020/21,1,Merseyside,Possession of controlled drugs (excl. Cannabis),Drug offences,Possession of drugs,92D,178
2020/21,1,Merseyside,Possession of controlled drugs (excl. Cannabis),Drug offences,Possession of drugs,92D,163
2020/21,1,Merseyside,Possession of false documents,Miscellaneous crimes,Miscellaneous crimes,61A,0
2020/21,1,Merseyside,Possession of false documents,Miscellaneous crimes,Miscellaneous crimes,61A,1
2020/21,1,Merseyside,Possession of false documents,Miscellaneous crimes,Miscellaneous crimes,61A,0
2020/21,1,Merseyside,Possession of firearms offences,Possession of weapons offences,Possession of weapons offences,10B,14
2020/21,1,Merseyside,Possession of firearms offences,Possession of weapons offences,Possession of weapons offences,10B,5
2020/21,1,Merseyside,Possession of firearms offences,Possession of weapons offences,Possession of weapons offences,10B,8
2020/21,1,Merseyside,Possession of firearms with intent,Possession of weapons offences,Possession of weapons offences,10A,3
2020/21,1,Merseyside,Possession of firearms with intent,Possession of weapons offences,Possession of weapons offences,10A,7
2020/21,1,Merseyside,Possession of firearms with intent,Possession of weapons offences,Possession of weapons offences,10A,9
2020/21,1,Merseyside,Possession of other weapons,Possession of weapons offences,Possession of weapons offences,10C,27
2020/21,1,Merseyside,Possession of other weapons,Possession of weapons offences,Possession of weapons offences,10C,32
2020/21,1,Merseyside,Possession of other weapons,Possession of weapons offences,Possession of weapons offences,10C,48
2020/21,1,Merseyside,Procuring illegal abortion,Violence against the person,Violence without injury,14,0
2020/21,1,Merseyside,Procuring illegal abortion,Violence against the person,Violence without injury,14,0
2020/21,1,Merseyside,Procuring illegal abortion,Violence against the person,Violence without injury,14,0
2020/21,1,Merseyside,Profiting from or concealing knowledge of the proceeds of crime,Miscellaneous crimes,Miscellaneous crimes,38,10
2020/21,1,Merseyside,Profiting from or concealing knowledge of the proceeds of crime,Miscellaneous crimes,Miscellaneous crimes,38,13
2020/21,1,Merseyside,Profiting from or concealing knowledge of the proceeds of crime,Miscellaneous crimes,Miscellaneous crimes,38,24
2020/21,1,Merseyside,"Public fear, alarm or distress",Public order offences,Public order offences,9A,767
2020/21,1,Merseyside,"Public fear, alarm or distress",Public order offences,Public order offences,9A,889
2020/21,1,Merseyside,"Public fear, alarm or distress",Public order offences,Public order offences,9A,998
2020/21,1,Merseyside,Racially or religiously aggravated assault with injury,Violence against the person,Violence with injury,8P,3
2020/21,1,Merseyside,Racially or religiously aggravated assault with injury,Violence against the person,Violence with injury,8P,7
2020/21,1,Merseyside,Racially or religiously aggravated assault with injury,Violence against the person,Violence with injury,8P,11
2020/21,1,Merseyside,Racially or religiously aggravated assault without injury,Violence against the person,Violence without injury,105B,11
2020/21,1,Merseyside,Racially or religiously aggravated assault without injury,Violence against the person,Violence without injury,105B,23
2020/21,1,Merseyside,Racially or religiously aggravated assault without injury,Violence against the person,Violence without injury,105B,13
2020/21,1,Merseyside,Racially or religiously aggravated criminal damage,Criminal damage and arson,Criminal damage,58J,5
2020/21,1,Merseyside,Racially or religiously aggravated criminal damage,Criminal damage and arson,Criminal damage,58J,5
2020/21,1,Merseyside,Racially or religiously aggravated criminal damage,Criminal damage and arson,Criminal damage,58J,7
2020/21,1,Merseyside,Racially or religiously aggravated harassment,Violence against the person,Stalking and harassment,8M,11
2020/21,1,Merseyside,Racially or religiously aggravated harassment,Violence against the person,Stalking and harassment,8M,14
2020/21,1,Merseyside,Racially or religiously aggravated harassment,Violence against the person,Stalking and harassment,8M,11
2020/21,1,Merseyside,"Racially or religiously aggravated public fear, alarm or distress",Public order offences,Public order offences,9B,83
2020/21,1,Merseyside,"Racially or religiously aggravated public fear, alarm or distress",Public order offences,Public order offences,9B,109
2020/21,1,Merseyside,"Racially or religiously aggravated public fear, alarm or distress",Public order offences,Public order offences,9B,138
2020/21,1,Merseyside,Rape of a female aged 16 and over,Sexual offences,Rape offences,19C,32
2020/21,1,Merseyside,Rape of a female aged 16 and over,Sexual offences,Rape offences,19C,53
2020/21,1,Merseyside,Rape of a female aged 16 and over,Sexual offences,Rape offences,19C,74
2020/21,1,Merseyside,Rape of a female child under 13,Sexual offences,Rape offences,19E,11
2020/21,1,Merseyside,Rape of a female child under 13,Sexual offences,Rape offences,19E,6
2020/21,1,Merseyside,Rape of a female child under 13,Sexual offences,Rape offences,19E,15
2020/21,1,Merseyside,Rape of a female child under 16,Sexual offences,Rape offences,19D,2
2020/21,1,Merseyside,Rape of a female child under 16,Sexual offences,Rape offences,19D,8
2020/21,1,Merseyside,Rape of a female child under 16,Sexual offences,Rape offences,19D,10
2020/21,1,Merseyside,Rape of a Female - Multiple Undefined Offenders,Sexual offences,Rape offences,19J,2
2020/21,1,Merseyside,Rape of a Female - Multiple Undefined Offenders,Sexual offences,Rape offences,19J,2
2020/21,1,Merseyside,Rape of a Female - Multiple Undefined Offenders,Sexual offences,Rape offences,19J,4
2020/21,1,Merseyside,Rape of a male aged 16 and over,Sexual offences,Rape offences,19F,3
2020/21,1,Merseyside,Rape of a male aged 16 and over,Sexual offences,Rape offences,19F,9
2020/21,1,Merseyside,Rape of a male aged 16 and over,Sexual offences,Rape offences,19F,5
2020/21,1,Merseyside,Rape of a male child under 13,Sexual offences,Rape offences,19H,5
2020/21,1,Merseyside,Rape of a male child under 13,Sexual offences,Rape offences,19H,4
2020/21,1,Merseyside,Rape of a male child under 13,Sexual offences,Rape offences,19H,5
2020/21,1,Merseyside,Rape of a male child under 16,Sexual offences,Rape offences,19G,1
2020/21,1,Merseyside,Rape of a male child under 16,Sexual offences,Rape offences,19G,0
2020/21,1,Merseyside,Rape of a male child under 16,Sexual offences,Rape offences,19G,10
2020/21,1,Merseyside,Rape of a Male - Multiple Undefined Offenders,Sexual offences,Rape offences,19K,1
2020/21,1,Merseyside,Rape of a Male - Multiple Undefined Offenders,Sexual offences,Rape offences,19K,1
2020/21,1,Merseyside,Rape of a Male - Multiple Undefined Offenders,Sexual offences,Rape offences,19K,1
2020/21,1,Merseyside,Robbery of business property,Robbery,Robbery of business property,34A,11
2020/21,1,Merseyside,Robbery of business property,Robbery,Robbery of business property,34A,6
2020/21,1,Merseyside,Robbery of business property,Robbery,Robbery of business property,34A,10
2020/21,1,Merseyside,Robbery of personal property,Robbery,Robbery of personal property,34B,53
2020/21,1,Merseyside,Robbery of personal property,Robbery,Robbery of personal property,34B,66
2020/21,1,Merseyside,Robbery of personal property,Robbery,Robbery of personal property,34B,79
2020/21,1,Merseyside,Sexual activity etc with a person with a mental disorder,Sexual offences,Other sexual offences,70,0
2020/21,1,Merseyside,Sexual activity etc with a person with a mental disorder,Sexual offences,Other sexual offences,70,0
2020/21,1,Merseyside,Sexual activity etc with a person with a mental disorder,Sexual offences,Other sexual offences,70,1
2020/21,1,Merseyside,Sexual activity involving a child under 13,Sexual offences,Other sexual offences,21,31
2020/21,1,Merseyside,Sexual activity involving a child under 13,Sexual offences,Other sexual offences,21,16
2020/21,1,Merseyside,Sexual activity involving a child under 13,Sexual offences,Other sexual offences,21,28
2020/21,1,Merseyside,Sexual activity involving child under 16,Sexual offences,Other sexual offences,22B,21
2020/21,1,Merseyside,Sexual activity involving child under 16,Sexual offences,Other sexual offences,22B,27
2020/21,1,Merseyside,Sexual activity involving child under 16,Sexual offences,Other sexual offences,22B,25
2020/21,1,Merseyside,Sexual assault on a female aged 13 and over,Sexual offences,Other sexual offences,20A,26
2020/21,1,Merseyside,Sexual assault on a female aged 13 and over,Sexual offences,Other sexual offences,20A,29
2020/21,1,Merseyside,Sexual assault on a female aged 13 and over,Sexual offences,Other sexual offences,20A,60
2020/21,1,Merseyside,Sexual assault on a female child under 13,Sexual offences,Other sexual offences,20B,8
2020/21,1,Merseyside,Sexual assault on a female child under 13,Sexual offences,Other sexual offences,20B,13
2020/21,1,Merseyside,Sexual assault on a female child under 13,Sexual offences,Other sexual offences,20B,24
2020/21,1,Merseyside,Sexual assault on a male aged 13 and over,Sexual offences,Other sexual offences,17A,6
2020/21,1,Merseyside,Sexual assault on a male aged 13 and over,Sexual offences,Other sexual offences,17A,9
2020/21,1,Merseyside,Sexual assault on a male aged 13 and over,Sexual offences,Other sexual offences,17A,9
2020/21,1,Merseyside,Sexual assault on a male child under 13,Sexual offences,Other sexual offences,17B,3
2020/21,1,Merseyside,Sexual assault on a male child under 13,Sexual offences,Other sexual offences,17B,12
2020/21,1,Merseyside,Sexual assault on a male child under 13,Sexual offences,Other sexual offences,17B,5
2020/21,1,Merseyside,Sexual grooming,Sexual offences,Other sexual offences,88A,22
2020/21,1,Merseyside,Sexual grooming,Sexual offences,Other sexual offences,88A,16
2020/21,1,Merseyside,Sexual grooming,Sexual offences,Other sexual offences,88A,15
2020/21,1,Merseyside,Shoplifting,Theft offences,Shoplifting,46,398
2020/21,1,Merseyside,Shoplifting,Theft offences,Shoplifting,46,393
2020/21,1,Merseyside,Shoplifting,Theft offences,Shoplifting,46,352
2020/21,1,Merseyside,Soliciting for the purposes of prostitution,Miscellaneous crimes,Miscellaneous crimes,27,0
2020/21,1,Merseyside,Soliciting for the purposes of prostitution,Miscellaneous crimes,Miscellaneous crimes,27,2
2020/21,1,Merseyside,Soliciting for the purposes of prostitution,Miscellaneous crimes,Miscellaneous crimes,27,0
2020/21,1,Merseyside,Stalking,Violence against the person,Stalking and harassment,8Q,263
2020/21,1,Merseyside,Stalking,Violence against the person,Stalking and harassment,8Q,308
2020/21,1,Merseyside,Stalking,Violence against the person,Stalking and harassment,8Q,269
2020/21,1,Merseyside,Theft by an employee,Theft offences,Other theft offences,41,6
2020/21,1,Merseyside,Theft by an employee,Theft offences,Other theft offences,41,12
2020/21,1,Merseyside,Theft by an employee,Theft offences,Other theft offences,41,5
2020/21,1,Merseyside,Theft from automatic machine or meter,Theft offences,Other theft offences,47,4
2020/21,1,Merseyside,Theft from automatic machine or meter,Theft offences,Other theft offences,47,4
2020/21,1,Merseyside,Theft from automatic machine or meter,Theft offences,Other theft offences,47,12
2020/21,1,Merseyside,Theft from the person,Theft offences,Theft from the person,39,57
2020/21,1,Merseyside,Theft from the person,Theft offences,Theft from the person,39,35
2020/21,1,Merseyside,Theft from the person,Theft offences,Theft from the person,39,68
2020/21,1,Merseyside,Theft from vehicle,Theft offences,Theft from a vehicle,45,206
2020/21,1,Merseyside,Theft from vehicle,Theft offences,Theft from a vehicle,45,201
2020/21,1,Merseyside,Theft from vehicle,Theft offences,Theft from a vehicle,45,270
2020/21,1,Merseyside,Theft in a dwelling other than from an automatic machine or meter,Theft offences,Other theft offences,40,60
2020/21,1,Merseyside,Theft in a dwelling other than from an automatic machine or meter,Theft offences,Other theft offences,40,75
2020/21,1,Merseyside,Theft in a dwelling other than from an automatic machine or meter,Theft offences,Other theft offences,40,82
2020/21,1,Merseyside,Theft of mail,Theft offences,Other theft offences,42,7
2020/21,1,Merseyside,Theft of mail,Theft offences,Other theft offences,42,4
2020/21,1,Merseyside,Theft of mail,Theft offences,Other theft offences,42,14
2020/21,1,Merseyside,Theft or unauthorised taking of a pedal cycle,Theft offences,Bicycle theft,44,75
2020/21,1,Merseyside,Theft or unauthorised taking of a pedal cycle,Theft offences,Bicycle theft,44,82
2020/21,1,Merseyside,Theft or unauthorised taking of a pedal cycle,Theft offences,Bicycle theft,44,120
2020/21,1,Merseyside,Theft or unauthorised taking of motor vehicle,Theft offences,Theft of a motor vehicle,48,141
2020/21,1,Merseyside,Theft or unauthorised taking of motor vehicle,Theft offences,Theft of a motor vehicle,48,158
2020/21,1,Merseyside,Theft or unauthorised taking of motor vehicle,Theft offences,Theft of a motor vehicle,48,165
2020/21,1,Merseyside,Threat or possession with intent to commit criminal damage,Miscellaneous crimes,Miscellaneous crimes,59,81
2020/21,1,Merseyside,Threat or possession with intent to commit criminal damage,Miscellaneous crimes,Miscellaneous crimes,59,93
2020/21,1,Merseyside,Threat or possession with intent to commit criminal damage,Miscellaneous crimes,Miscellaneous crimes,59,110
2020/21,1,Merseyside,Threats to kill,Violence against the person,Violence without injury,3B,32
2020/21,1,Merseyside,Threats to kill,Violence against the person,Violence without injury,3B,73
2020/21,1,Merseyside,Threats to kill,Violence against the person,Violence without injury,3B,48
2020/21,1,Merseyside,Trafficking for sexual exploitation,Sexual offences,Other sexual offences,72,0
2020/21,1,Merseyside,Trafficking for sexual exploitation,Sexual offences,Other sexual offences,72,0
2020/21,1,Merseyside,Trafficking for sexual exploitation,Sexual offences,Other sexual offences,72,0
2020/21,1,Merseyside,Trafficking in controlled drugs,Drug offences,Trafficking of drugs,92A,159
2020/21,1,Merseyside,Trafficking in controlled drugs,Drug offences,Trafficking of drugs,92A,205
2020/21,1,Merseyside,Trafficking in controlled drugs,Drug offences,Trafficking of drugs,92A,182
2020/21,1,Merseyside,Unnatural sexual offences,Sexual offences,Other sexual offences,88D,0
2020/21,1,Merseyside,Unnatural sexual offences,Sexual offences,Other sexual offences,88D,0
2020/21,1,Merseyside,Unnatural sexual offences,Sexual offences,Other sexual offences,88D,0
2020/21,1,Merseyside,Violent disorder,Public order offences,Public order offences,62A,0
2020/21,1,Merseyside,Violent disorder,Public order offences,Public order offences,62A,3
2020/21,1,Merseyside,Violent disorder,Public order offences,Public order offences,62A,4
2020/21,1,Merseyside,Wildlife,Miscellaneous crimes,Miscellaneous crimes,96,0
2020/21,1,Merseyside,Wildlife,Miscellaneous crimes,Miscellaneous crimes,96,0
2020/21,1,Merseyside,Wildlife,Miscellaneous crimes,Miscellaneous crimes,96,0
2020/21,1,Metropolitan Police,Absconding from lawful custody,Miscellaneous crimes,Miscellaneous crimes,80,15
2020/21,1,Metropolitan Police,Absconding from lawful custody,Miscellaneous crimes,Miscellaneous crimes,80,6
2020/21,1,Metropolitan Police,Absconding from lawful custody,Miscellaneous crimes,Miscellaneous crimes,80,3
2020/21,1,Metropolitan Police,Abuse of children through sexual exploitation,Sexual offences,Other sexual offences,71,3
2020/21,1,Metropolitan Police,Abuse of children through sexual exploitation,Sexual offences,Other sexual offences,71,1
2020/21,1,Metropolitan Police,Abuse of children through sexual exploitation,Sexual offences,Other sexual offences,71,3
2020/21,1,Metropolitan Police,Abuse of position of trust of a sexual nature,Sexual offences,Other sexual offences,73,0
2020/21,1,Metropolitan Police,Abuse of position of trust of a sexual nature,Sexual offences,Other sexual offences,73,5
2020/21,1,Metropolitan Police,Abuse of position of trust of a sexual nature,Sexual offences,Other sexual offences,73,4
2020/21,1,Metropolitan Police,Aggravated Burglary Business and Community,Theft offences,Non-domestic burglary,31A,4
2020/21,1,Metropolitan Police,Aggravated Burglary Business and Community,Theft offences,Non-domestic burglary,31A,4
2020/21,1,Metropolitan Police,Aggravated Burglary Business and Community,Theft offences,Non-domestic burglary,31A,5
2020/21,1,Metropolitan Police,Aggravated burglary in a building other than a dwelling(outcome only),Theft offences,Non-domestic burglary,31,0
2020/21,1,Metropolitan Police,Aggravated burglary in a building other than a dwelling(outcome only),Theft offences,Non-domestic burglary,31,0
2020/21,1,Metropolitan Police,Aggravated burglary in a building other than a dwelling(outcome only),Theft offences,Non-domestic burglary,31,0
2020/21,1,Metropolitan Police,Aggravated burglary in a dwelling (outcome only),Theft offences,Domestic burglary,29,0
2020/21,1,Metropolitan Police,Aggravated burglary in a dwelling (outcome only),Theft offences,Domestic burglary,29,0
2020/21,1,Metropolitan Police,Aggravated burglary in a dwelling (outcome only),Theft offences,Domestic burglary,29,0
2020/21,1,Metropolitan Police,Aggravated Burglary Residential,Theft offences,Domestic burglary,29A,27
2020/21,1,Metropolitan Police,Aggravated Burglary Residential,Theft offences,Domestic burglary,29A,45
2020/21,1,Metropolitan Police,Aggravated Burglary Residential,Theft offences,Domestic burglary,29A,34
2020/21,1,Metropolitan Police,Aggravated vehicle taking,Theft offences,Theft of a motor vehicle,37.2,55
2020/21,1,Metropolitan Police,Aggravated vehicle taking,Theft offences,Theft of a motor vehicle,37.2,62
2020/21,1,Metropolitan Police,Aggravated vehicle taking,Theft offences,Theft of a motor vehicle,37.2,77
2020/21,1,Metropolitan Police,Aiding suicide,Miscellaneous crimes,Miscellaneous crimes,76,0
2020/21,1,Metropolitan Police,Aiding suicide,Miscellaneous crimes,Miscellaneous crimes,76,0
2020/21,1,Metropolitan Police,Aiding suicide,Miscellaneous crimes,Miscellaneous crimes,76,0
2020/21,1,Metropolitan Police,Arson endangering life,Criminal damage and arson,Arson,56A,49
2020/21,1,Metropolitan Police,Arson endangering life,Criminal damage and arson,Arson,56A,43
2020/21,1,Metropolitan Police,Arson endangering life,Criminal damage and arson,Arson,56A,48
2020/21,1,Metropolitan Police,Arson not endangering life,Criminal damage and arson,Arson,56B,128
2020/21,1,Metropolitan Police,Arson not endangering life,Criminal damage and arson,Arson,56B,128
2020/21,1,Metropolitan Police,Arson not endangering life,Criminal damage and arson,Arson,56B,87
2020/21,1,Metropolitan Police,Assaults on emergency workers (other than constables),Violence against the Person,Violence with Injury,8T,6
2020/21,1,Metropolitan Police,Assaults on emergency workers (other than constables),Violence against the Person,Violence with Injury,8T,28
2020/21,1,Metropolitan Police,Assaults on emergency workers (other than constables),Violence against the Person,Violence with Injury,8T,42
2020/21,1,Metropolitan Police,Assault with injury,Violence against the person,Violence with injury,8N,4104
2020/21,1,Metropolitan Police,Assault with injury,Violence against the person,Violence with injury,8N,4837
2020/21,1,Metropolitan Police,Assault with injury,Violence against the person,Violence with injury,8N,5231
2020/21,1,Metropolitan Police,Assault with injury on a constable,Violence against the person,Violence with injury,8S,219
2020/21,1,Metropolitan Police,Assault with injury on a constable,Violence against the person,Violence with injury,8S,273
2020/21,1,Metropolitan Police,Assault with injury on a constable,Violence against the person,Violence with injury,8S,349
2020/21,1,Metropolitan Police,Assault with intent to cause serious harm,Violence against the person,Violence with injury,5D,268
2020/21,1,Metropolitan Police,Assault with intent to cause serious harm,Violence against the person,Violence with injury,5D,358
2020/21,1,Metropolitan Police,Assault with intent to cause serious harm,Violence against the person,Violence with injury,5D,396
2020/21,1,Metropolitan Police,Assault without injury,Violence against the person,Violence without injury,105A,5262
2020/21,1,Metropolitan Police,Assault without injury,Violence against the person,Violence without injury,105A,5747
2020/21,1,Metropolitan Police,Assault without injury,Violence against the person,Violence without injury,105A,5570
2020/21,1,Metropolitan Police,Assault without injury on a constable,Violence against the person,Violence without injury,104,324
2020/21,1,Metropolitan Police,Assault without injury on a constable,Violence against the person,Violence without injury,104,337
2020/21,1,Metropolitan Police,Assault without injury on a constable,Violence against the person,Violence without injury,104,325
2020/21,1,Metropolitan Police,Attempted Burglary Business and Community,Theft offences,Non-domestic burglary,30D,180
2020/21,1,Metropolitan Police,Attempted Burglary Business and Community,Theft offences,Non-domestic burglary,30D,134
2020/21,1,Metropolitan Police,Attempted Burglary Business and Community,Theft offences,Non-domestic burglary,30D,135
2020/21,1,Metropolitan Police,Attempted burglary in a building other than a dwelling (outcome only),Theft offences,Non-domestic burglary,30B,0
2020/21,1,Metropolitan Police,Attempted burglary in a building other than a dwelling (outcome only),Theft offences,Non-domestic burglary,30B,0
2020/21,1,Metropolitan Police,Attempted burglary in a building other than a dwelling (outcome only),Theft offences,Non-domestic burglary,30B,0
2020/21,1,Metropolitan Police,Attempted burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28B,0
2020/21,1,Metropolitan Police,Attempted burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28B,0
2020/21,1,Metropolitan Police,Attempted burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28B,0
2020/21,1,Metropolitan Police,Attempted Burglary Residential,Theft offences,Domestic burglary,28F,540
2020/21,1,Metropolitan Police,Attempted Burglary Residential,Theft offences,Domestic burglary,28F,563
2020/21,1,Metropolitan Police,Attempted Burglary Residential,Theft offences,Domestic burglary,28F,628
2020/21,1,Metropolitan Police,Attempted distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28D,0
2020/21,1,Metropolitan Police,Attempted distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28D,0
2020/21,1,Metropolitan Police,Attempted distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28D,0
2020/21,1,Metropolitan Police,Attempted Distraction Burglary Residential,Theft offences,Domestic burglary,28H,4
2020/21,1,Metropolitan Police,Attempted Distraction Burglary Residential,Theft offences,Domestic burglary,28H,6
2020/21,1,Metropolitan Police,Attempted Distraction Burglary Residential,Theft offences,Domestic burglary,28H,9
2020/21,1,Metropolitan Police,Attempted murder,Violence against the person,Violence with injury,2,10
2020/21,1,Metropolitan Police,Attempted murder,Violence against the person,Violence with injury,2,11
2020/21,1,Metropolitan Police,Attempted murder,Violence against the person,Violence with injury,2,18
2020/21,1,Metropolitan Police,Bail offences,Miscellaneous crimes,Miscellaneous crimes,83,0
2020/21,1,Metropolitan Police,Bail offences,Miscellaneous crimes,Miscellaneous crimes,83,0
2020/21,1,Metropolitan Police,Bail offences,Miscellaneous crimes,Miscellaneous crimes,83,0
2020/21,1,Metropolitan Police,Bigamy,Miscellaneous crimes,Miscellaneous crimes,26,1
2020/21,1,Metropolitan Police,Bigamy,Miscellaneous crimes,Miscellaneous crimes,26,3
2020/21,1,Metropolitan Police,Bigamy,Miscellaneous crimes,Miscellaneous crimes,26,1
2020/21,1,Metropolitan Police,Blackmail,Theft offences,Other theft offences,35,302
2020/21,1,Metropolitan Police,Blackmail,Theft offences,Other theft offences,35,194
2020/21,1,Metropolitan Police,Blackmail,Theft offences,Other theft offences,35,178
